Place,primary_city
Sri Kapileswaraswami Temple,Chittoor
Sri Karaneswara Nataraja Temple,Pondicherry
Sri Kari Varadaraja Perumal Temple,Coimbatore
Sri Karinjeshwara Temple,Bantwal
Sri Katheeswarar Temple,Theni
Sri Kathiababa Ka Sthan,Vrindavan
Sri Kattu Veera Anjaneya Temple,Krishnagiri
Sri Keshava Perumal Koil,Mandya
Sri Keshavji Gaudiya Math,Mathura
Sri Kethaki Sangameshwar Temple,Medak
Sri Kodandarama Swamy Temple,Nellore
Sri Kodandaramaswami Temple,Sringeri
Sri Kokilambika-Sri Kameeswarar Temple,Pondicherry
Sri Kongalamman Temple,Erode
Sri Koorathazhwan Charitable Trust,Kanchipuram
Sri Kottai Mariamman Kovil,Dindigul
Sri Krishna Gana Sabha,Chennai
Sri Krishna Janmabhoomi Temple Complex,Mathura
Sri Krishna Museum,Kurukshetra
Sri Krishna Temple,Udupi
Sri Krishna-Balaram Mandir,Mathura
Sri Kshetra Ganagapur,Ganagapur
Sri Kukkuteswara Swamy Temple,Pithapuram
Sri Kurungaleeswarar Temple,Chennai
Sri Lakshmi Hayavadhana Perumal Templ,Chennai
Sri Lakshmi Narasimha Swamy Temple,Hyderabad
Sri Lakshmi Narasimha Swamy Vari Temple,Vizianagaram
Sri Lakshmi Narasimha Temple,Bengaluru
Sri Lakshmi Narsimha Swamy Temple,Vellore
Sri Lakshmi Narsimhaswamyvari Devastham,Visakhapatnam (Vizag)
Sri Laxmi Narasimha Swamy Temple,Antarvedi
Sri Laxmi Venkataramana Temple,Puttur
Sri Maha Prathyangira Devi,Chennai
Sri Maha Pratyangira Kalika Devi Alayam,Hosur
Sri Mahabaleshwara Temple,Mysuru (Mysore)
Sri Mahaganapathi Temple,Kollam
Sri Mahalakshmi Handloom Weaving Centre,Kanadukathan
Sri Mahayogi Laxmamma Avva Temple,Kurnool
Sri Mahishamardhini Temple,Neelavara
Sri Malahanikareshwara Temple,Sringeri
Sri Malleeswarar Temple,Chennai
Sri Mallikarjuna Swamy Temple,Srisailam
Sri Mallikeswarar Temple,Chennai
Sri Maniram das Chavani,Ayodhya
Sri Marali Mandir,Mumbai
Sri Margabandeeswarar Temple,Vellore
Sri Mariamman Temple,Nilgiri
Sri Mayapur Chandrodaya,Mayapur
"Sri Mayapur Chandrodaya Mandir, ISKCON",Mayapur
Sri Meenakshi Agasteswara Swamy Temple,Wadapally
Sri Moda Kondamma Temple,Madugula
Sri Mookambika Temple,Kollur
Sri Morjee Temple,Mapusa
Sri Mrityunja Eswarar Temple,Kanchipuram
Sri Mukhalingeswara Temple,Srikakulam
Sri Muthumari Amman Temple,Karaikudi
Sri Nag Devi Temple,Chennai
Sri Naga Sai Temple,Coimbatore
Sri Nagarala Sri Maha Lakshmi Ammavaru Temple,Vijayawada
Sri Nagathamman Temple,Chennai
Sri Nageswarar temple,Chennai
Sri Nagueshi Temple,Ponda
Sri Naina Devi Ji,Bilaspur
Sri Nambinarayana Temple,Mandya
Sri Namdev Durbar,Gurdaspur
Sri Nandi Temple,Mysuru (Mysore)
Sri Nanmadhia Perumal Temple,Nagapattinam District
Sri Narahari Parvatha Sadashiva Temple,Mangalore
Sri Narasingha Chaitanya Matha,Mandya
Sri Nava Narasimhar Temple,Cheyyar
Sri Navasai Baba Mandir,Vellore
Sri Neelakanteshwara Shrine,Nizamabad
Sri Nellikattu Bagavathi temple,Ernakulam
Sri Nemi Saraswati Dham Jain Tirth,Mehsana
Sri Nimishamba Temple,Bengaluru
"Sri Nimishamba Temple,OTC Road,near Akkipet",Bengaluru
Sri Nindra Narayana Perumal Temple,Sivakasi
Sri Omkareshwara Temple,Madikeri
Sri Onakandeswarar Temple,Kanchipuram
Sri Othandeshwarar Temple,Chennai
Sri Paanduranganathar Temple,Salem
Sri Pada Sri Vallabha Mahasamsthanam,Pithapuram
Sri Padmavathi Ammavari Temple,Tirupati
Sri Parsawanath Tirthankara Jain Temple,Chikmagalur
Sri Parvati Gallery,Chennai
Sri Penushila Lakshmi Narasimha Swami Temple,Nellore
Sri Peria Mariamman Temple,Erode
Sri Poddareshwar Ram Temple,Nagpur
Sri Prasanna Krishna Swamy Temple,Bengaluru
Sri Prasanna Venkatesa Perumaal,Kanchipuram
Sri Prasanna Venkateswaraswami Temple,Tirupati
Sri Pratap Singh Museum,Srinagar
Sri Pratyangara Devi temple,Thanjavur
Sri Puthrakameshtiswarar Temple,Tiruvannamalai
Sri Pydithalli Ammavari Temple,Vizianagaram
Sri Radha Madan Mohan Temple,Salem
Sri Radhavallabh Vrindavan Temple,Mathura
Sri Radri Sati Temple,Hyderabad
Sri Raghavendra Matha,Bengaluru
Sri Raghavendra Swamy Matha,Hubli-Dharwad
Sri Raja Rajeswara Swamy Devasthanam,Vemulawada
Sri Raja Rajeswari Temple,Yercaud
Sri Rajagopalaswami temple,Nagapattinam
Sri Ram Mandir,Phaltan
Sri Ram Temple Bajha,Kaushambi
Sri Ram Tirath Temple,Amritsar
Sri Rama Temple,Bengaluru
Sri Ramachandra Swamy Temple,Bhadrachalam
Sri Ramakrishna Advaita Ashram,Angamaly
Sri Ramakrishna Ashrama,Mysuru (Mysore)
Sri Ramakrishna Math,Hyderabad
Sri Ramalingaswami Temple,Thanjavur
Sri Ramalingeswara Swami Vari Devasthanam,Vijayawada
Sri Ramalingeswara Swamy Temple,Tadepalligudem
Sri Ramana Ashram,Thiruvannamalai
Sri Ramana Mandiram,Madurai
Sri Ramanaadheswarar Temple,Chennai
Sri Ramar Temple,Salem
Sri Ramkrishna Math and Mission,Mumbai
Sri Ramnath Temple,Ponda
Sri Rangam Ranga Nathar Temple,Tiruchirappalli
Sri Ranganatha Swamy Temple,Chikkaballapur
Sri Ranganatha Swamy temple,Thiruvarangam
Sri Ranganathar Temple,Coimbatore
Sri Ranganathaswamy Temple,Tiruchirappalli
Sri Ranganayaka Swamy Temple,Mahbubnagar
Sri Raveeswarar Temple,Chennai
Sri Sai Baba Bhaktha Samajam,Chennai
Sri Sai Baba Mandir,Bengaluru
Sri Sai Baba Samadhi Mandir,Shirdi
Sri Saisathsanga Nilayam,Nellore
Sri Sangaranyeswarar Temple,Nagapattinam District
Sri Sanjeevi Varadha Anjaneyar Swamy Temple,Tirunelveli
Sri Sankara Narayanar Temple,Chennai
Sri Santhana Srinivasa Perumal Temple,Chennai
Sri Sanyasikatte Parashurama temple,Belthangady
Sri Sarada Ashram,Villupuram
Sri Sarada Devi Temple,Kolkata
Sri Sathya Sai Hill View Stadium,Puttaparthi
Sri Sathya Sai Mirpuri Music College,Puttaparthi
Sri Sathya Sai Space Theatre,Puttaparthi
Sri Sathya Sai University,Anantapur
Sri Sathyanathaswami Temple,Kanchipuram
Sri Satyagireeswarar Temple,Senganur
Sri Selva Vinayagar Temple,Vellore
Sri Sevan Vinagar Temple,Chennai
Sri Shantinath Bhagwan Mandir,Churu
Sri Shirdi Sai Mandira,Bengaluru
Sri Shirdi Sai Temple,Surat
Sri Shirdi Saibaba Temple,Shirdi
Sri Sigandur Chowdeshwari Temple,Tumari
Sri Sitaramachandra Swamy Temple,Khammam
Sri Sithi Vinayagar Sri Muthumariamman Temple,Coimbatore
Sri Sivaloganathar Temple,Tamil Nadu
Sri Somanadha Paashaana Lingeswarar Temple,Vellore
Sri Somanatheshwara Cave Temple,Moodabidri
Sri Someshwara Swamy Temple,Bengaluru
Sri Someswara Janardana Swamy Temple,Bhimavaram
Sri Sowmiya Narayana Perumal,Sivaganga
Sri Sri Auniati Satra,Jorhat
Sri Sri Giridhari Dauji Temple,Jaipur
Sri Sri Iswar Madan Mohan Jew,Kolkata
Sri Sri Matri Mandir,Bankura
Sri Sri Nrusinghanath Temple,Bargarh
Sri Sri Radha Giridhari Temple,Mumbai
Sri Sri Radha Gopinath Temple,Mumbai
Sri Sri Radha Krishna Chandra Temple,Guntur
Sri Sri Radha Madan Mohan Temple,Ujjain
Sri Sri Radha Madanmohan Temple,Navi Mumbai
Sri Sri Radha Raman Bihari Ji Mandir,Lucknow
Sri Sri Radha Rasabihari Ji Temple,Mumbai
Sri Sri Sankat Mochan Mahavir Pitha Tantamundia,Jariput
Sri Sri Sonar Gouranga Mandir,Puri
Sri Sri Sri Maha Periava Gruham,Salem
Sri Sri Thakur Anukul Chandra Satsang Ashram,Deoghar
Sri Srigala Devi Temple,Pandua
Sri Srikanteshwara Temple,Nanjangud
Sri Srinivasa Temple,Bengaluru
Sri Srinivasaperumal Temple,Srivilliputhur
Sri Sthala Sayanaperumal Temple,Mahabalipuram
Sri Subrahmanya Swami Devasthanam,Tiruchendur
Sri Subrahmanya Swamy Temple,Chittoor
"Sri Subrahmanyaswamy Temple,Skandagiri, Secunderabad",Secunderabad
Sri Subrahmanyeshwara Swamy Temple,Bengaluru
Sri Subramania Swamy Temple Kurukkuthurai,Tirunelveli
Sri Subramaniya Swami Temple,Kanchipuram
Sri Sukreeswarar Temple,Tiruppur
Sri Sundara Anjaneya Swamy Temple,Bengaluru
Sri Sundara Varadaraja Perumal Temple,Chennai
Sri Surya Pahar,Guwahati
Sri Suryanarayana Swamy Temple,Mamidada
Sri Suryanarayana Swamy Vari Temple,Tirupati
Sri Swami Chidbhavananda Ashramam,Theni
Sri Swanandaashrama,Bengaluru
Sri Takht Keshgarh Sahib,Rupnagar
Sri Tenkasi Kasi Viswanathar Temple,Tenkasi
Sri Theertheswarar Swami Devasthanam,Tiruvallur
Sri Thiagarajarswamy Temple,Chennai
Sri Thiru Aappudayar Shiva Temple,Madurai
Sri Thirumala Venkataramana Swamy Temple,Bantwal
Sri Thiruvikrama Swamy Temple,Villupuram
Sri Tirumettralinayagar Temple,Kanchipuram
Sri Tirumuruganathawami Temple,Tiruppur
Sri Tiruvelukkai Sri Azhagiya Singaperumal Temple,Kanchipuram
Sri Ugra Narasimha Temple,Madduru
Sri Ulagalandar Temple,Kanchipuram
Sri Uttara Guruvayurappan Temple,Chennai
Sri Vadaranyeswarar Temple,Tiruvallur
Sri Vaikuntam Temple,Tuticorin
Sri Vallabha Temple,Thiruvalla
Sri Valli Devashena Shiva Subramanya Swamy Temple,Cuddalore
Sri Vamsi,Visakhapatnam (Vizag)
Sri Vanamamalai Perumal Temple,Nanguneri
Sri Vani Science Park,Bengaluru
Sri Varadaraja Perumal Temple,Thiruvannamalai
Sri Varadaraja Swamy Temple,Tirupati
Sri Varaha Lakshminarasimha Temple,Simhachalam
Sri Varahaswami Temple,Tirupati
Sri Varahi Devi Mandir,Varanasi
Sri Varasiddi Vinayaka Temple,Tirupati
Sri Varasidhi Manjunathaswamy Temple,Bengaluru
Sri Vari Museum,Tirupati
Sri Vasavi Karyakarte Parameswari Temple,Proddatur
Sri Vashu Pujaya Swami Mandir,Chennai
Sri Vazhakarutheeswarar Temple,Kanchipuram
Sri Veda Narayanaswami Temple,Tirupati
Sri Veera Venkata Satyanarayana Swamy Temple,Annavaram
Sri Veerabhadra Swamy Temple,Rajahmundry
Sri Veeramaathi Amman Temple,Erode
Sri Veeranarayana Temple,Chikmagalur
Sri Veeratteswarar Temple,Cuddalore
Sri Vekateswara Swamy Temple,Tirumala
Sri Venkatachalapathy Temple,Sivakasi
Sri Venkataramana Temple,Mangalore
Sri Venkateshwara Swami Temple,Bastar
Sri Venkateshwara Temple,Raichur
Sri Venkatesvara Museum,Tirupati
Sri Venkateswara Dhyana Vignan Mandiram,Chittoor
Sri Venkateswara National Park,Tirupati
Sri Venkateswara Swamy Temple,Kadapa
Sri Venkateswara Temple,Visakhapatnam (Vizag)
Sri Venkateswaraswamivari Devasthanam,Dwaraka Tirumala
Sri Venugopala Swamy Temple,Tirupati
Sri Vidya Saraswathi Shani Temple,Warangal
Sri Vijayaraghava Perumal Temple,Thiruputkuzhi
Sri Vishnu Varaha Mandir,Jabalpur
Sri Vishwaroopa Vijaya Vittala Temple,Nelamangala
Sri Visveswara Swami Temple,Tiruppur
Sri Viswam Wooden Arts,Chennai
Sri Vittal Rukmini Samsthan,Kumbakonam
"Sri Vrinda Kund, Nandagaon (ISKCON)",Vrindavan
Sri Vyagapureeswarar Temple,Kanchipuram
Sri Yathothakaari Temple (Sonnavannam Seitha Perumal Temple),Kanchipuram
Sri Yoga Madhava Temple,Tumkur
Sri Yoga Narasimha Swamy Temple,Nagapattinam
Sri Yoga Narasimhar Temple Sholingur,Sholinghur
Sri laxmi venkateswara swamy Temple,Mahbubnagar
SriMa International School of Transformational Yoga,Pondicherry
Sridham Temple,Amravati
Srijoni Silpogram,Bolpur
Srikalahasti Temple,Srikalahasti
Srikanteshwara Temple,Mysuru (Mysore)
Srikhola,Darjeeling
Srikrishna Science Centre,Patna
Srikurmanatha Temple,Srikakulam
Srimath Anantheshwar Temple Manjeshwar,Kasaragod
Srinathji Temple,Udaipur
Sringeri Mutt,Chikmagalur
Sringeri Mutt Complex,Kochi (Cochin)
Sringeri Saradha Peetam Temple,Chennai
Srinidhi Joy N Joy Resorts,Hyderabad
Srinithi Art Gallery,Mahabalipuram
Srinivasa Mangapuram Temple,Tirupati
Srinivasa Perumal Temple,Chennai
Srinivasa Ramanujan House,Thanjavur
Sripada Srivallabha Temple,Pithapuram
Sripuram Golden Temple,Vellore
Srirangam Melur Ayyanar Temple,Tiruchirappalli
Srirangapatnam Fort,Mandya
Srisailam Dam,Srisailam
Srivanchiyam Vanchinathaswamy Temple,Thiruvarur
Srivari Mettu,Tirupati
Srivari Padalu,Tirupati
"St . Thomas Church, Palayur",Thrissur
St Andrew's Church,Alwar
St Andrews Church,Kolkata
St Andrews Hall Church,Jodhpur
St Annes Church,Mumbai
St Antony's Church,Coimbatore
St Blaise Church,Mumbai
St George's Cathedral,Chennai
St Georges Church,Kolkata
St Ignacious Church,Mumbai
St Ignatius Church,Pune
St James' Church,Kolkata
St Jerome Church,Mapusa
St Jerome Fort,Daman
St John the Evangelist Church,Mumbai
St John's Church,Tiruchirappalli
St Joseph's & Mount Carmel Roman Catholic Latin Church,Kochi (Cochin)
St Josephs Syro Malabar Church,Mumbai
St Jude's Shrine,Jhansi
St Judes Church,Ernakulam
St Louis Church,Chennai
St Luke's Church,Patna
St Mark's Church,Kolkata
"St Martin's Church, Delhi Cantt",New Delhi
St Mary's Church,Chennai
St Mary's Jacobite Syrian Cathedral,Manarcaud
St Mary's Knanaya Church,Kottayam
St Mary's Orthodox Syrian Church,Thiruvalla
St Nicholas Church,Kolkata
St Patrick's Church,Bengaluru
St Peter's Church,Mumbai
St Peters Catholic Church,Mussoorie
St Peters Jacobite Syrian Orthodox Cathedral,New Delhi
St Rita's Church,Maina
St Sebastian Chapel,Panjim
St Stephen's Church,Patna
St Teresa Church,Mumbai
St Theresa Church,Hyderabad
St Thomas Church,Diu
St Thomas Ecumenical Church,Pathanamthitta
St Thomas English Church,Chennai
St Thomas Evangelical Church of India,Kolkata
St Thomas Fort,Kollam
St Thomas Garrison Church,Chennai
St Thomas Marthoma Church,Hyderabad
St Thomas Syrian Catholic Church,Kollam
"St Thomas Syro-Malabar Catholic Church ,Kokkamangalam",Cherthala
St Xavier Church,Kanyakumari
St Xaviers Church,Pune
St. Alex Church,Calangute
St. Aloysius Chapel,Mangalore
St. Andrew's Basilica Arthunkal,Alappuzha
St. Andrew's Church,Mumbai
St. Andrews Church,Vasco da Gama
St. Anne's Church,Karwar
St. Antony's Shrine,Kaloor
St. Augustine's Tower,Bainguinim
St. Cajetan's Church,Panjim
St. Dominic's Cathedral,Kottayam
St. Francis Church,Dalhousie
St. Francis Xavier Cathedral,Bengaluru
St. Francis Xavier Church,Mangalore
St. George Forane Church,Thodupuzha
St. George Orthodox Church,Puthuppally
St. George Orthodox Koonan Kurish Old Syrian Church,Kochi (Cochin)
St. George Syro-Malabar Catholic Church of Forane,Ernakulam
St. George's Cathedral,Agra
St. George's Church,Agra
St. George's Fort - Mumbai,Mumbai
St. John's Anglican Church,Kannur
St. John's Catholic Church,Ahmednagar
St. John's Church,Dalhousie
St. John's Orthodox Syrian Church,Thiruvalla
St. Joseph Church,Angamaly
St. Joseph's Cathedral,Lucknow
St. Joseph's Church,Tiruchirappalli
St. Joseph's Pontifical Seminary,Kochi (Cochin)
St. Josephs Cathedral,Hyderabad
St. Lawrence Church,Karkala
St. Lourdes Church,Tiruchirappalli
St. Lukes Church,Chennai
St. Mark's Cathedral,Bengaluru
St. Mary House Boat Services,Kumarakom
St. Mary's Bascilica,Secunderabad
St. Mary's Basilica,Bengaluru
St. Mary's Cathedral,Kumbakonam
"St. Mary's Cathedral Basilica, Ernakulam",Ernakulam
St. Mary's Cathedral Church,Madurai
St. Mary's Church,Lansdowne
St. Mary's Forane Church,Alappuzha
St. Mary's Forane Church Pulincunnoo,Pulinkunnu
St. Mary's Graveyard,Ajmer
St. Mary's Hill,Darjeeling
St. Mary's Orthodox Church,Kanyakumari
St. Marys Jacobite Syrian Church,Ernakulam
St. Mary’s Syro-Malabar Catholic Church,Thrissur
St. Michael's Church,Mumbai
St. Micheal's Cathedral,Coimbatore
St. Patrick's Church,Dalhousie
St. Paul's Cathedral,Kolkata
St. Paul's Church,Diu
"St. Paul's Church, Landour",Mussoorie
St. Peter's Church,Allahabad
St. Philomena's Church,Mysuru (Mysore)
St. Roche's Church,Kalady
St. Stephen's Church,Ooty
St. Teresa's Church,Kolkata
St. Thomas Cathedral Mumbai,Mumbai
St. Thomas Forane Church,North Paravur
St. Thomas International Shrine,Malayattoor
St. Thomas Mount National Shrine,Chennai
St. Thomas Syro-Malabar Catholic Church,Malayattoor
St. Xavier's College,Mumbai
"St.Antony Church , Armenien Street",Chennai
St.Francis of Assisi Church,Pondicherry
St.George Orthodox Church (Chandanapally Valiyapalli ),Pathanamthitta
St.John the Baptist Church,Thane
St.John's Parish Church,Visakhapatnam (Vizag)
St.Joseph Vaz Shrine Mudipu,Mangalore
St.Joseph's Church,Lonavala
"St.Mary's Forane Church, Kanjoor",Kochi (Cochin)
St.Philomenas Church Koonammavu,Ernakulam
St.Teresa's Church,Chennai
Stakna Monastery,Leh
Stallion's Valley,Hosur
Stallions Valley Horse Riding Academy,Hosur
Star City Mall,New Delhi
Star Mall,Kolkata
Star Monument,Bhiwani
Star Theatre,Kolkata
Stargate Observatory,Kausani
State Aquarium,Bhopal
State Archaeological Museum,Kolkata
State Gurdwara,Kapurthala
State Museum,Lucknow
State Museum of Madhya Pradesh,Bhopal
State Museum of Tribal and Folk Art,Khajuraho
Statue Of Chhatrapati Shivaji Maharaj,Mumbai
Statue Of Gandhi,Pondicherry
Statue Of Unity,Narmada
Statue Park,Murdeshwar
Statue of Dupleix,Pondicherry
Statue of King Edward VII,Bengaluru
Statue of Maharaja Chamarajendar Wodeyar,Mysuru (Mysore)
Statue of Padmasambhava,Rewalsar
Statue of Pareshnath,Bankura
Statue of Standing Buddha,Varanasi
Statue of Ugra Narsimha,Hampi
"Statue of Unity, Vadodara India",Vadodara
Stella Maris Cathedral,South Andaman Island
Stella Maris Church,Udupi
Stellar Children's Museum,Greater Noida
Step Garden,Saputara
Step Wells,Bundi
Stepped Tank,Hampi
Stepwell Napa,Borsad
Sthaneshwar Mahadev Temple,Kurukshetra
Still Water Aquatics - Nature Aquarium Gallery,Mumbai
Stilwell Road,Changlang
Stok Kangri,Leh
Stok Palace Museum,Leh
Stokes Farm,Narkanda
Stone Bridge,Jowai
Stone Doors,Hampi
Stoned Kumbh Shiv Temple,Chail
Stongdey Monastery,Karsha
Strawberry Valley,Gulmarg
Streisand Art,Bengaluru
Strike Casino,Bambolim
Strike Zone,Haldwani
Strings Museum,Fort Kochi
Studio 55,New Delhi
Studio Kaleido,Pune
Studio Kishangarh,Kishangarh
Studio Malabar,Mumbai
Studio3 Art Gallery,Mumbai
Stupa at T- Suru,Leh
Stupa of Sariputra,Nalanda
Style Plus,Trivandrum
StyleDarbaar,Surat
Subham Grand,Eluru
Subhash Baoli,Dalhousie
Subhash Park,Kochi (Cochin)
Subir Raha Oil Museum,Dehradun
Subrahmanya Swamy Temple,Kollur
Subrahmanya Temple (Kartikeya Temple),Kodaikanal
Subramania Swami Temple,Kottayam
Subramania Swamy Thirukoil,Pollachi Town
Subramanya Bharathi Museum,Chennai
Subramanya Siva Memorial,Dharmapuri
Subramanya Swamy Temple,Vijayawada
Sudama Cave,Gaya
Sudama Mandir Temple,Porbandar
Sudama Setu (Sudama Bridge),Dwarka
Sudarshan Craft Museum,Puri
Sudder Street,Kolkata
Sudh Mahadev,Patnitop
Sudha Cars Museum,Hyderabad
Sudhagadh Fort,Lonavala
Sudhanyakhali Watch Tower,Sundarbans National Park
Sufi Masjid and Sufi Shahbaz Ali R.A Dargah,Ajmer
Sugavaneshwarar Temple,Salem
Sugreevar Temple,Rameswaram
Sui Mata Temple,Chamba
Suicide Point,Kalpa
Sujanpur Fort,Hamirpur
Sujata Kuti,Bodh Gaya
Sujatha Temple,Bodh Gaya
Sukanta Academy,Agartala
Sukapha Samannay Kshetra,Jorhat
Sukh Niwas Mahal,Bundi
Sukh Niwas Palace,Indore
Sukhadia Circle Fountain,Udaipur
Sukhanand Dham,Neemuch
Sukhna Lake,Chandigarh
Sukhna Wildlife Sanctuary,Chandigarh
Sukkiran Temple,Thanjavur
Sukrala Mata Temple,Kathua
Sukreswar Temple,Guwahati
Sukreswar Temple Ghat Temple,Guwahati
Sula Vineyards,Nashik
Sulabh International Museum of Toilets,New Delhi
Sulakkal Mariamman Thirukoil,Pollachi Town
Sulikere,Bengaluru
Sultan Ahmed Shah Mosque,Ahmedabad
Sultan Battery,Mangalore
Sultan Ghari Tomb,New Delhi
Sultan Jewellers,Majorda
Sultani Masjid,Murdeshwar
Sultanpur Fun Village,Gurugram (Gurgaon)
Sultanpur National Park,Gurugram (Gurgaon)
Sultanwind Gate,Amritsar
Sum-tsek,Leh
Sumangali Theater,Payyanur
Sumendu Lake,Mirik
Sumitranandan Pant Gallery,Bageshwar
Sumitranandan pant gallery,Kausani
Summer Hill,Shimla
Sumthing LSE,Ahmedabad
Sun City Mall,Hisar
Sun Temple,Modhera
Sun Temple Konarak,Konark
Sun ray solar museum,Hubli-Dharwad
Sun temple museum,Konark
Sunabeda Wildlife Sanctuary,Sunabeda
"Sunaparanta, Goa Centre for the Arts",Panjim
Sunburn Goa,Vagator
Suncity Amusement Park,Amritsar
Sundar Gram,Kolkata
Sundaravarada Perumal Temple,Uttiramerur
Sundarban Beckons,Gosaba
Sundarban Day Tour,Canning
Sundarban Nature Club,Sundarban
Sundarban Tour And Travels,Gosaba
Sundarban Wild Safari,Sundarbans National Park
Sundareswara Temple,Kannur
Sundargarh Stadium,Sundargarh
Sundaridiya Satra,Barpeta
Sundarnarayan Temple,Nashik
Sunday Market,Pondicherry
Sunder Kund (Saunder's Pool),Pachmarhi
Sunder Mahal,Tikamgarh
Sunder Nursery,New Delhi
Sundha Mata Temple,Jalore
Sunehri Kothi,Tonk
Sunehri Masjid,New Delhi
Sunheri Mahal,Aurangabad
Sunil's Celebrity Wax Museum,Lonavala
Sunken Garden,Mandi
Sunni Vora Masjid Temple,Porbandar
Sunnys Objects D Art,Bengaluru
Sunrise Dream World Amusement Park,Jaipur
Sunrise Health Resort Water Park,Jaipur
Sunrise Point,Saputara
Sunset Beach,Betalbatim
Sunset Point,Kasauli
Sunset Point Mandu,Mandu
Sunset Point Mount Abu,Mount Abu
Sunset Points,Ranikhet
Sunset View Point,Kanyakumari
Sunshine Himalayan Adventures,Banjar
Suntale Stream,Samsing
Suntalekhola,Darjeeling
Supa Dam,Ganeshgudi
Supari Hanuman Temple,Aurangabad
Suparsha Cave,Kundapur
Sur Sarovar Bird Sanctuary,Agra
Surabardi Dam,Nagpur
Surabhi Shopping Mall,Kozhikode
Suraj Garden,Jodhpur
Suraj Kund,Gwalior
Suraj Kund Park,Meerut
Suraj Mandir,Somnath
Suraj Pol,Chittaurgarh
Suraj Tal,Keylong
Suraj Water Park,Thane
Surajgarh Farms,Gurugram (Gurgaon)
Surajkund Lake,Faridabad
Surajpur Bird Sanctuary,Greater Noida
Suramya Park,Katni
Surana Arts,Mumbai
Surang Tila,Sirpur
Surankote Valley,Poonch
Surasadmagiri Hill,Chikkaballapur
Surat Castle (Old Fort),Surat
Surathkal Beach,Mangalore
Surendrapuri,Hyderabad
Sureshwari Devi Temple,Haridwar
Surinsar Lake,Jammu City
Suriyanar Koil,Kumbakonam
Surjit Hockey Stadium,Jalandhar
Surkanda Devi Temple,Dhanaulti
Surkhanda Devi Temple,Dhanaulti
Surpaneshwar Shiva Temple,Vadodara
Sursagar Lake,Vadodara
Suruli Falls,Theni
Survaya ki Garhi,Shivpuri
Survey Museum,Roorkee
Surwal Lake,Ranthambore National Park
Surya Gate,Jaisalmer
Surya Kund,Gangotri
Surya Lanka Beach,Bapatla
Surya Mandir,Vadodara
"Surya Mandir, Deo",Deo
Surya Mukhi Gurudutt Mandir,Pune
Surya Narayan Temple,Ranakpur
Surya Narayana Temple,Pali
Surya Sen Park,Darjeeling
Surya Temple,Osian
Surya Temple at Martand,Anantnag
Surya Treasure Island Mall,Bhilai
Suryadeo Mando Devi Temples,Gondia
Suryamal Peak,Thane
Suryanarayana Temple,Bagalkot
Susan's Kitchen,Auroville
Susana Anna Maria Monument,Chinsurah
Susheel Jewellery Mart Pvt Ltd,Hosur
Suspension Bridge,Nainital
Suspension Bridges,Devprayag
Susunia Hills,Bankura
Suswani Mata Temple,Bikaner
Sutarwadi Lake,Raigad
Sutharethineshwar Temple,Tiruchirappalli
Suvali Beach,Hazira
Suvarna Ganesh Mandir,Diveagar
Suvarna Temple,Mumbai
Suvarnadurg Fort,Harnai
Suvarnavathi Dam,Mysuru (Mysore)
Suyambulingaswamy Temple,Tirunelveli
Svaram,Auroville
Svm Mall,Hyderabad
SwAr Ashram Yoga & Library,Maheshwar
Swabhumi - The Heritage Plaza,Kolkata
Swami Ayurveda,Benaulim
Swami Ayurveda and Spa,Cansaulim
Swami Ayyappa Temple,Khammam
Swami Brahmanand Cave,Ozar
Swami Budha Amarnath Ji Mandir,Poonch
Swami Kartikeya Temple,Bharmour
Swami Malai Temple,Thanjavur
Swami Nithyanand Ashram,Kasaragod
Swami Nithyananda Ashram,Kanhangad
Swami Pushkarini Lake,Chittoor
Swami Samarth Ashram,Nashik
Swami Samarth Temple,Mumbai
Swami Swaroopanand Samadhi Math,Ratnagiri
Swami Vivekanand Park,Haridwar
Swami Vivekanand Statue,Ranchi
Swami Vivekananda Planetarium,Mangalore
Swami Vivekananda Vinay Mandir,Junagadh
Swami Vivekananda's Ancestral House,Kolkata
Swamimalai Hills,Yelagiri
Swamimalai Murugan Temple,Swamimalai
Swaminarayan Akshardham,New Delhi
Swaminarayan Temple,Silvassa
Swamithoppu Ayya Vaikundar Pathi,Kanyakumari
Swamy Kasi Viswanatha Thiru Koil,Sivakasi
Swapna Srushti Water Park,Ahmedabad
Swapnavel Point,Nagar
Swarg Ashram,Rishikesh
Swarg Dwar,Ayodhya
Swarg Niwas Temple,Rishikesh
